number,State,population,population category,State2,score final,Website,TLS Level,Certificate Expiry,Certificate Signed,Country Code,Domain,cert_type,Country Code2,SWEET 32,Certificate Issuer,HTTP Check,HEARTBLEED,HSTS_CHECK,PORT 80,POODLE,DROWN,FREAK,County_site,Number of Open Ports,protocol1,protocol2,protocol3,protocol4,protocol5,protocol6,protocol7
484,GA,9320,"1 to 75,000",GA,12,irwincountyga.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,irwincountyga.com,0,,,,,,,
485,GA,9058,"1 to 75,000",GA,13,montcoga.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,montcoga.gov,11,ftp,ssh,,,,,
486,GA,9010,"1 to 75,000",GA,12,wilkinsoncounty.net,TLS 1.2, not expired, not self-signed, US, .net, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wilkinsoncounty.net,0,,,,,,,
487,GA,8824,"1 to 75,000",GA,11,wilcoxcountygeorgia.com,TLS 1.2, not expired, not self-signed, US, .com, EV, US, NOT VULNERABLE, Encryption Everywhere DV TLS CA - G1,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wilcoxcountygeorgia.com,1,,,,,,,
488,GA,8793,"1 to 75,000",GA,7,jenkinscountyga.com,No TLS, not expired, not self-signed, Unknown, .com, non-EV, Unknown, NOT VULNERABLE, not found,HTTP 4XX,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,jenkinscountyga.com,0,,,,,,,
489,GA,8737,"1 to 75,000",GA,13,terrellcountygeorgia.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE," cPanel, Inc. Certification Authority",HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,terrellcountygeorgia.com,10,ftp,ssh,,,,,
490,GA,8515,"1 to 75,000",GA,14,hancockcountyga.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE," cPanel, Inc. Certification Authority",HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,hancockcountyga.gov,0,,,,,,,
491,GA,8432,"1 to 75,000",GA,13,marioncountyga.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,marioncountyga.org,10,ftp,ssh,dns,,,,
492,GA,8321,"1 to 75,000",GA,13,seminolecountyga.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, Starfield Secure Certificate Authority - G2,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,seminolecountyga.com,9,ftp,ssh,,,,,
493,GA,8239,"1 to 75,000",GA,13,atkinsoncounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,atkinsoncounty.org,11,ftp,smtp,dns,,,,
494,GA,8116,"1 to 75,000",GA,13,taylorcountyga.com,TLS 1.3, not expired, not self-signed, US, .com, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,taylorcountyga.com,5,ftp,ssh,,,,,
495,GA,7943,"1 to 75,000",GA,7,turnercountygeorgia.com,No TLS, not expired, not self-signed, Unknown, .com, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,turnercountygeorgia.com,1,,,,,,,
496,GA,7928,"1 to 75,000",GA,12,wheelercounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,wheelercounty.org,8,ftp,dns,,,,,
497,GA,7856,"1 to 75,000",GA,13,lincolncountyga.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lincolncountyga.com,2,,,,,,,
498,GA,6973,"1 to 75,000",GA,10,randolphcountyga.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US,VULNERABLE, R3,HTTP 4XX,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,randolphcountyga.com,3,ftp,telnet,,,,,
499,GA,6365,"1 to 75,000",GA,11,calhouncountyga.com,TLS 1.2, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,calhouncountyga.com,0,,,,,,,
500,GA,6321,"1 to 75,000",GA,11,talbotcountyga.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,talbotcountyga.org,0,,,,,,,
501,GA,6293,"1 to 75,000",GA,9,stewartcountyga.gov,No TLS, not expired, not self-signed, Unknown, .gov, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,stewartcountyga.gov,2,ftp,smtp,,,,,
502,GA,5787,"1 to 75,000",GA,14,millerga.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,millerga.org,12,ftp,ssh,dns,,,,
503,GA,5297,"1 to 75,000",GA,12,warrencountyga.com,TLS 1.2, not expired, not self-signed, US, .com, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,warrencountyga.com,0,,,,,,,
504,GA,2289,"1 to 75,000",GA,11,www.gqc-ga.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,www.gqc-ga.org,8,ssh,smtp,,,,,
505,GA,2951,"1 to 75,000",GA,11,claycountyga.net,TLS 1.3, not expired, not self-signed, US, .net, EV, GB,VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,claycountyga.net,2,,,,,,,
506,GA,2610,"1 to 75,000",GA,14,webstercountyga.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,webstercountyga.org,12,ftp,ssh,dns,,,,
507,GA,1611,"1 to 75,000",GA,8,taliaferrocountyga.org,TLS 1.2, expired, not self-signed, CH, .org, non-EV, CH, NOT VULNERABLE, Plesk,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,taliaferrocountyga.org,8,ftp,ssh,,,,,
508,HI,199459,"150,000 to 249,999",HI,13,hawaiicounty.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,hawaiicounty.gov,0,,,,,,,
509,HI,984821,"500,000 to 999,999",HI,13,honolulu.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,honolulu.gov,0,,,,,,,
510,HI,71769,"1 to 75,000",HI,12,kauai.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US,VULNERABLE, DigiCert SHA2 Extended Validation Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,kauai.gov,0,,,,,,,
511,HI,165979,"150,000 to 249,999",HI,13,mauicounty.gov,TLS 1.2, not expired, not self-signed, US, .gov, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,mauicounty.gov,0,,,,,,,
512,HI,0,STATE,HI,15,portal.ehawaii.gov,TLS 1.3, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,portal.ehawaii.gov,0,,,,,,,
513,IO,0,STATE,IA,15,iowa.gov,TLS 1.3, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,iowa.gov,0,,,,,,,
514,ID,456849,"250,000 to 499,999",ID,13,adacounty.id.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,adacounty.id.gov,2,,,,,,,
515,ID,85765,"75,001 to 149,999",ID,14,bannockcounty.us,TLS 1.3, not expired, not self-signed, US, .us, EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,bannockcounty.us,0,,,,,,,
516,ID,6000,"1 to 75,000",ID,12,bearlakecounty.info,TLS 1.2, not expired, not self-signed, US, unknown, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,bearlakecounty.info,0,,,,,,,
517,ID,7378,"1 to 75,000",ID,13,boisecounty.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US, NOT VULNERABLE, Starfield Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,boisecounty.us,1,ssh,,,,,,
518,ID,43611,"1 to 75,000",ID,15,bonnercountyid.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,bonnercountyid.gov,10,ftp,ssh,dns,,,,
519,ID,11845,"1 to 75,000",ID,7,boundarycountyid.org,No TLS, not expired, not self-signed,GB, .org, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,boundarycountyid.org,265,ftp,ssh,smtp,dns,smb,rdp,sql
520,ID,217633,"150,000 to 249,999",ID,13,canyonco.org,TLS 1.3, not expired, not self-signed, US, .org, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,canyonco.org,0,,,,,,,
521,ID,6953,"1 to 75,000",ID,12,cariboucounty.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,cariboucounty.us,2,telnet,,,,,,
522,ID,23690,"1 to 75,000",ID,13,cassiacounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, Amazon,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,cassiacounty.org,0,,,,,,,
523,ID,2581,"1 to 75,000",ID,13,buttecountyid.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,buttecountyid.us,0,,,,,,,
524,ID,913,"1 to 75,000",ID,14,clark-co.id.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,clark-co.id.gov,0,,,,,,,
525,ID,8673,"1 to 75,000",ID,13,clearwatercounty.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,clearwatercounty.org,0,,,,,,,
526,ID,4097,"1 to 75,000",ID,13,co.adams.id.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.adams.id.us,9,ftp,ssh,,,,,
527,ID,45839,"1 to 75,000",ID,9,co.bingham.id.us,unknown, not expired, not self-signed, Unknown, .us, non-EV, Unknown, NOT VULNERABLE, not found,Unknown,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.bingham.id.us,0,,,,,,,
528,ID,22373,"1 to 75,000",ID,12,co.blaine.id.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.blaine.id.us,0,,,,,,,
529,ID,4169,"1 to 75,000",ID,15,co.custer.id.us,TLS 1.3, not expired, not self-signed, US, .us, EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.custer.id.us,12,ftp,ssh,dns,,,,
530,ID,13020,"1 to 75,000",ID,11,co.fremont.id.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,1.1 404 Not Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.fremont.id.us,0,,,,,,,
531,ID,39100,"1 to 75,000",ID,14,co.madison.id.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,Unknown,NOT VULNERABLE,Strict Transport Security Found,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.madison.id.us,0,,,,,,,
532,ID,40217,"1 to 75,000",ID,11,co.nezperce.id.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.nezperce.id.us,0,,,,,,,
533,ID,7671,"1 to 75,000",ID,7,co.power.id.us,No TLS, not expired, not self-signed,US, .us, non-EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,1.1 404 Not Found,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.power.id.us,9,telnet,,,,,,
534,ID,10709,"1 to 75,000",ID,9,co.valley.id.us,No TLS, not expired, not self-signed, Unknown, .us, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.valley.id.us,1,ssh,,,,,,
535,ID,10057,"1 to 75,000",ID,12,co.washington.id.us,TLS 1.2, not expired, not self-signed, US, .us, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,co.washington.id.us,0,,,,,,,
536,ID,26743,"1 to 75,000",ID,12,elmorecounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US,VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,elmorecounty.org,2,,,,,,,
537,ID,13464,"1 to 75,000",ID,11,franklincountyidaho.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,franklincountyidaho.org,0,,,,,,,
538,ID,17331,"1 to 75,000",ID,13,gemcounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,gemcounty.org,13,ftp,ssh,dns,,,,
539,ID,15148,"1 to 75,000",ID,10,goodingcounty.org,TLS 1.2, not expired, not self-signed, US, .org, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,goodingcounty.org,0,,,,,,,
540,ID,16411,"1 to 75,000",ID,14,idahocounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,idahocounty.org,13,ftp,ssh,dns,,,,
541,ID,1048,"1 to 75,000",ID,15,camascounty.id.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, Starfield Secure Certificate Authority - G2,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,camascounty.id.gov,9,ftp,ssh,,,,,
542,ID,23730,"1 to 75,000",ID,11,jeromecountyid.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,jeromecountyid.us,0,,,,,,,
543,ID,157322,"150,000 to 249,999",ID,12,kcgov.us,TLS 1.2, not expired, not self-signed, US, .us, EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,kcgov.us,0,,,,,,,
544,ID,39505,"1 to 75,000",ID,14,latah.id.us,TLS 1.3, not expired, not self-signed, US, .us, non-EV, US, NOT VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,latah.id.us,2,,,,,,,
545,ID,7847,"1 to 75,000",ID,7,lemhicountyidaho.org,No TLS, not expired, not self-signed, Unknown, .org, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lemhicountyidaho.org,2,ftp,ssh,,,,,
546,ID,3838,"1 to 75,000",ID,11,lewiscountyid.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lewiscountyid.us,0,,,,,,,
547,ID,5350,"1 to 75,000",ID,12,lincolncountyid.us,TLS 1.3, not expired, not self-signed, GB, .us, non-EV, GB,VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,lincolncountyid.us,10,ftp,ssh,,,,,
548,ID,20705,"1 to 75,000",ID,12,minidoka.id.us,TLS 1.2, not expired, not self-signed, US, .us, non-EV, GB, NOT VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,minidoka.id.us,0,,,,,,,
549,ID,4385,"1 to 75,000",ID,14,oneidacountyid.com,TLS 1.3, not expired, not self-signed, US, .com, non-EV, US, NOT VULNERABLE, R3,HTTP 2.0,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,oneidacountyid.com,12,ftp,ssh,dns,,,,
550,ID,11552,"1 to 75,000",ID,12,owyheecounty.net,TLS 1.2, not expired, not self-signed, US, .net, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,owyheecounty.net,10,ftp,ssh,,,,,
551,ID,23260,"1 to 75,000",ID,13,payettecounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US, NOT VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,payettecounty.org,0,,,,,,,
552,ID,12609,"1 to 75,000",ID,15,shoshonecounty.id.gov,TLS 1.3, not expired, not self-signed, US, .gov, non-EV, Unknown, NOT VULNERABLE, not found,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Closed,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,shoshonecounty.id.gov,1,ssh,,,,,,
553,ID,11426,"1 to 75,000",ID,13,tetoncountyidaho.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US,VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,tetoncountyidaho.gov,2,rdp,,,,,,
554,ID,84869,"75,001 to 149,999",ID,12,twinfallscounty.org,TLS 1.3, not expired, not self-signed, US, .org, non-EV, US,VULNERABLE, Cloudflare Inc ECC CA-3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,twinfallscounty.org,2,,,,,,,
555,ID,114392,"75,001 to 149,999",ID,12,www.co.bonneville.id.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, GeoTrust RSA CA 2018,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,www.co.bonneville.id.us,1,,,,,,,
556,ID,28534,"1 to 75,000",ID,11,www.co.jefferson.id.us,TLS 1.2, not expired, not self-signed, US, .us, EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 200 OK,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,www.co.jefferson.id.us,2,,,,,,,
557,ID,0,STATE,ID,15,www.idaho.gov,TLS 1.2, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert SHA2 High Assurance Server CA,HTTP/1.0 301 Moved Permanently,NOT VULNERABLE,Strict Transport Security Found,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,www.idaho.gov,0,,,,,,,
653,IL,0,STATE,IL,14,www2.illinois.gov,TLS 1.2, not expired,delaware.g+F284:Y284, US, .gov, EV, US, NOT VULNERABLE, Entrust Certification Authority - L1K,HTTP/1.0 302 Moved Temporarily,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,www2.illinois.gov,991,ftp,ssh,telnet,smtp,dns,netbios,smb
559,IL,209922,"150,000 to 249,999",IL,15,champaignil.gov,TLS 1.3, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, DigiCert SHA2 Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,champaignil.gov,1,ssh,,,,,,
558,IL,32295,"1 to 75,000",IL,9,am.randolphco.org,TLS 1.2, not expired, not self-signed, US, .org, EV, GB,VULNERABLE, Sectigo RSA Domain Validation Secure Server CA,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,am.randolphco.org,18,ftp,smtp,dns,,,,
560,IL,0,STATE,IL,15,chicago.gov,TLS 1.3, not expired, not self-signed, US, .gov, EV, US, NOT VULNERABLE, R3,HTTP/1.1 301 Moved Permanently,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,chicago.gov,0,,,,,,,
562,IL,37634,"1 to 75,000",IL,10,clintonco.illinois.gov,No TLS, not expired, not self-signed,US, .gov, non-EV, US,VULNERABLE, Go Daddy Secure Certificate Authority - G2,HTTP/1.1 302 Found,NOT VULNERABLE,No HSTS,Open,NOT VULNERABLE,NOT VULNERABLE,NOT VULNERABLE,clintonco.illinois.gov,1,ssh,,,,,,
